Reference;Name;Category;Short description;Size;Color;Structure;Price/UAH;Price/RUB;Price/USD;URL;Images;
FB-1353A;Футболка "Beauty" FB-1353A;Футболки;Длина по спинке - 66 см;50,52,54,56;молоко;шелк армани, вискоза;188;518;9.17;https://niko-opt.com/futbolki/1364-futbolka-beauty-fb-1353a.html;http://niko-opt.com/5125-large_default/futbolka-beauty-fb-1353a.jpg,http://niko-opt.com/5126-large_default/futbolka-beauty-fb-1353a.jpg,http://niko-opt.com/5127-large_default/futbolka-beauty-fb-1353a.jpg;
FB-1353B;Футболка "Beauty" FB-1353B;Футболки;Длина по спинке - 66 см;50,52,54,56;молоко;шелк армани, вискоза;188;518;9.17;https://niko-opt.com/futbolki/1363-futbolka-beauty-fb-1353b.html;http://niko-opt.com/5128-large_default/futbolka-beauty-fb-1353b.jpg,http://niko-opt.com/5129-large_default/futbolka-beauty-fb-1353b.jpg,http://niko-opt.com/5130-large_default/futbolka-beauty-fb-1353b.jpg;
FB-1353C;Футболка "Beauty" FB-1353C;Футболки;Длина по спинке - 66 см;50,52,54,56;молоко;шелк армани, вискоза;188;518;9.17;https://niko-opt.com/futbolki/1362-futbolka-beauty-fb-1353c.html;http://niko-opt.com/5131-large_default/futbolka-beauty-fb-1353c.jpg,http://niko-opt.com/5132-large_default/futbolka-beauty-fb-1353c.jpg,http://niko-opt.com/5133-large_default/futbolka-beauty-fb-1353c.jpg;
FB-1353D;Футболка "Beauty" FB-1353D;Футболки;Длина по спинке - 66 см;50,52,54,56;молоко;шелк армани, вискоза;188;518;9.17;https://niko-opt.com/futbolki/1361-futbolka-beauty-fb-1353d.html;http://niko-opt.com/5136-large_default/futbolka-beauty-fb-1353d.jpg,http://niko-opt.com/5137-large_default/futbolka-beauty-fb-1353d.jpg,http://niko-opt.com/5138-large_default/futbolka-beauty-fb-1353d.jpg;
FB-1353E;Футболка "Beauty" FB-1353E;Футболки;Длина по спинке - 66 см;50,52,54,56;молоко;шелк армани, вискоза;188;518;9.17;https://niko-opt.com/futbolki/1360-futbolka-beauty-fb-1353e.html;http://niko-opt.com/5139-large_default/futbolka-beauty-fb-1353e.jpg,http://niko-opt.com/5140-large_default/futbolka-beauty-fb-1353e.jpg,http://niko-opt.com/5141-large_default/futbolka-beauty-fb-1353e.jpg;
FB-1353F;Футболка "Beauty" FB-1353F;Футболки;Длина по спинке - 66 см;50,52,54,56;молоко;шелк армани, вискоза;188;518;9.17;https://niko-opt.com/futbolki/1359-futbolka-beauty-fb-1353f.html;http://niko-opt.com/5142-large_default/futbolka-beauty-fb-1353f.jpg,http://niko-opt.com/5143-large_default/futbolka-beauty-fb-1353f.jpg,http://niko-opt.com/5144-large_default/futbolka-beauty-fb-1353f.jpg;
FB-1353G;Футболка "Beauty" FB-1353G;Футболки;Длина по спинке - 66 см;50,52,54,56;молоко;шелк армани, вискоза;188;518;9.17;https://niko-opt.com/futbolki/1358-futbolka-beauty-fb-1353g.html;http://niko-opt.com/5154-large_default/futbolka-beauty-fb-1353g.jpg,http://niko-opt.com/5155-large_default/futbolka-beauty-fb-1353g.jpg,http://niko-opt.com/5156-large_default/futbolka-beauty-fb-1353g.jpg;
FB-1353H;Футболка "Beauty" FB-1353H;Футболки;Длина по спинке - 66 см;50,52,54,56;молоко;шелк армани, вискоза;188;518;9.17;https://niko-opt.com/futbolki/1357-futbolka-beauty-fb-1353h.html;http://niko-opt.com/5145-large_default/futbolka-beauty-fb-1353h.jpg,http://niko-opt.com/5146-large_default/futbolka-beauty-fb-1353h.jpg,http://niko-opt.com/5147-large_default/futbolka-beauty-fb-1353h.jpg;
FB-1353I;Футболка "Beauty" FB-1353I;Футболки;Длина по спинке - 66 см;50,52,54,56;молоко;шелк армани, вискоза;188;518;9.17;https://niko-opt.com/futbolki/1356-futbolka-beauty-fb-1353i.html;http://niko-opt.com/5148-large_default/futbolka-beauty-fb-1353i.jpg,http://niko-opt.com/5149-large_default/futbolka-beauty-fb-1353i.jpg,http://niko-opt.com/5150-large_default/futbolka-beauty-fb-1353i.jpg;
FB-1353J;Футболка "Beauty" FB-1353J;Футболки;Длина по спинке - 66 см;50,52,54,56;молоко;шелк армани, вискоза;188;518;9.17;https://niko-opt.com/futbolki/1355-futbolka-beauty-fb-1353j.html;http://niko-opt.com/5151-large_default/futbolka-beauty-fb-1353j.jpg,http://niko-opt.com/5152-large_default/futbolka-beauty-fb-1353j.jpg,http://niko-opt.com/5153-large_default/futbolka-beauty-fb-1353j.jpg;
FB-1353K;Футболка "Beauty" FB-1353K;Футболки;Длина по спинке - 66 см;50,52,54,56;молоко;шелк армани, вискоза;188;518;9.17;https://niko-opt.com/futbolki/1354-futbolka-beauty-fb-1353k.html;http://niko-opt.com/5157-large_default/futbolka-beauty-fb-1353k.jpg,http://niko-opt.com/5158-large_default/futbolka-beauty-fb-1353k.jpg,http://niko-opt.com/5159-large_default/futbolka-beauty-fb-1353k.jpg;
FB-1133A;Футболка "Classic" FB-1133A;Футболки;Молодежная классическая футболка с эксцентрическим принтом "We are the trend" на передней полочке. Изделие без рукавов. Имеет прямой, непринужденный покрой и круглый горловинный вырез. Выполнено комбинацией двух легких, приятных на ощупь тканей: креп шифон и вискоза. Представленная футболка станет для вас прекрасным повседневным вариантом.Длина футболки: 60 см;42,44,46;черный;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/303-futbolka-classic-fb-1133a.html;http://niko-opt.com/2765-large_default/futbolka-classic-fb-1133a.jpg,http://niko-opt.com/2766-large_default/futbolka-classic-fb-1133a.jpg,http://niko-opt.com/2767-large_default/futbolka-classic-fb-1133a.jpg;
FB-1133C;Футболка "Classic" FB-1133C;Футболки;Стильная, молодежная футболка "Classic" прямого, непринужденного покроя. Изделие без рукавов с круглым горловинным вырезом. Передняя полочка, оформленная эпатажным принтом "Девушка в машине" выполнена из качественного, легкого креп шифона, а спинка классического черного цвета - мягкая вискозная ткань. Длина футболки: 60 см;42,44,46;черный;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/301-futbolka-classic-fb-1133c.html;http://niko-opt.com/2759-large_default/futbolka-classic-fb-1133c.jpg,http://niko-opt.com/2760-large_default/futbolka-classic-fb-1133c.jpg,http://niko-opt.com/2761-large_default/futbolka-classic-fb-1133c.jpg;
FB-1133F;Футболка "Classic" FB-1133F;Футболки;Стильная, яркая футболка "Classic" с эпатажным, молодежным принтом "Love is". Изделие без рукавов. Имеет прямой, непринужденный покрой и круглый горловинный вырез. Выполнена комбинацией двух тканей: качественный, легкий креп шифон  мягкая вискозная ткань. Представленная модель станет идеальным вариантом для похода на свидание либо для прогулки с друзьями.Длина футболки: 60 см;42,44,46;черный;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/298-futbolka-classic-fb-1133f.html;http://niko-opt.com/1968-large_default/futbolka-classic-fb-1133f.jpg,http://niko-opt.com/1969-large_default/futbolka-classic-fb-1133f.jpg,http://niko-opt.com/1970-large_default/futbolka-classic-fb-1133f.jpg;
FB-1133G;Футболка "Classic" FB-1133G;Футболки;Молодежная футболка "Classic". Спинка изделия выполнена из мягкой вискозы, а передняя полочка из нежного шифона. Футболка оформлена оригинальным принтом "Розовая машина и башня". Модель весьма удобная и функциональная. Чудесно будет смотреться в паре с джинсами, юбками, шортами.  Футболка "Classic" станет отличным вариантом для Вашего стильного повседневного образа. Длина футболки: 60 см;42,44,46;белый;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/297-futbolka-classic-fb-1133g.html;http://niko-opt.com/1974-large_default/futbolka-classic-fb-1133g.jpg,http://niko-opt.com/1975-large_default/futbolka-classic-fb-1133g.jpg,http://niko-opt.com/1976-large_default/futbolka-classic-fb-1133g.jpg;
FB-1133Q;Футболка "Classic" FB-1133Q;Футболки;Стильная, своеобразная футболка "Classic" с дизайнерским принтом "Четыре картинки". Модель без рукавов.  Задняя полочка выполнена из мягкой вискозной ткани, а передняя - из легкого шифона. Чудесно будет смотреться в паре с юбками, шортами, джинсами, леггинсами. Футболка "Classic" станет идеальным выбором для стильной, современной модницы.Длина футболки: 60 см;42,44,46;белый;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/287-futbolka-classic-fb-1133q.html;http://niko-opt.com/2723-large_default/futbolka-classic-fb-1133q.jpg,http://niko-opt.com/2724-large_default/futbolka-classic-fb-1133q.jpg,http://niko-opt.com/2725-large_default/futbolka-classic-fb-1133q.jpg;
FB-1133Q1;Футболка "Classic" FB-1133Q1;Футболки;Своеобразная футболка "Classic" без рукавов. Спинка представлена из мягкой, приятной на ощупь вискозной ткани, передняя полочка - легкий, воздушный креп шифон, оформлен своеобразным принтом "Четыре картинки". Свободный прямой покрой. Представленная футболка станет идеальным выбором для стильной, современной модницы.Длина изделия по спинке: 60 см;42,44,46;черный;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/340-futbolka-classic-fb-1133q1.html;http://niko-opt.com/2664-large_default/futbolka-classic-fb-1133q1.jpg,http://niko-opt.com/2665-large_default/futbolka-classic-fb-1133q1.jpg,http://niko-opt.com/2666-large_default/futbolka-classic-fb-1133q1.jpg;
FB-1133R;Футболка "Classic" FB-1133R;Футболки;Яркая футболка "Classic" с красочным принтом "Акварель" спереди. Изделие универсального белого цвета, без рукавов. Имеет прямой, непринужденный покрой и круглый горловинный вырез. Передняя полочка выполнена из качественного, легкого креп шифона, а спинка - мягкая вискозная ткань.Длина футболки: 60 см;42,44,46;белый;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/286-futbolka-classic-fb-1133r.html;http://niko-opt.com/2720-large_default/futbolka-classic-fb-1133r.jpg,http://niko-opt.com/2721-large_default/futbolka-classic-fb-1133r.jpg,http://niko-opt.com/2722-large_default/futbolka-classic-fb-1133r.jpg;
FB-1133R1;Футболка "Classic" FB-1133R1;Футболки;Яркая футболка "Classic" свободного, непринужденного покроя. Изделие представлено из двух видов ткани: перед - воздушный креп шифон, оформлен красочным принтом "Акварель", спинка - мягкая вискоза. Такую футболку можно сочетать с различными вещами из вашего гардероба, каждый раз создавая новые выразительные look.Длина изделия по спинке: 60 см ;42,44,46;черный;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/341-futbolka-classic-fb-1133r1.html;http://niko-opt.com/2661-large_default/futbolka-classic-fb-1133r1.jpg,http://niko-opt.com/2662-large_default/futbolka-classic-fb-1133r1.jpg,http://niko-opt.com/2663-large_default/futbolka-classic-fb-1133r1.jpg;
FB-1133T;Футболка "Classic" FB-1133T;Футболки;Молодежная футболка "Classic" прямого, свободного покроя с круглым горловинным вырезом. Модель без рукавов. Выполнена футболка комбинацией двух приятных, легких тканей: креп шифон и вискоза. Спереди оформлена необычным принтом "Девочка с котиком". Длина футболки: 60 см;42,44,46;белый;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/284-futbolka-classic-fb-1133t.html;http://niko-opt.com/2714-large_default/futbolka-classic-fb-1133t.jpg,http://niko-opt.com/2715-large_default/futbolka-classic-fb-1133t.jpg,http://niko-opt.com/2716-large_default/futbolka-classic-fb-1133t.jpg;
FB-1133T1;Футболка "Classic" FB-1133T1;Футболки;Привлечь внимание окружающих поможет стильная футболка "Classic" с экстравагантным принтом "Девочка с котиком". Классический фасон и черный цвет модели позволят Вам создавать интересные образы в паре с джинсами, шортами, юбками, леггинсами, пиджаками. Выполнено изделие комбинацией двух тканей: креп шифон и вискоза.Длина футболки: 60 см;42,44,46;черный;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/342-futbolka-classic-fb-1133t1.html;http://niko-opt.com/2658-large_default/futbolka-classic-fb-1133t1.jpg,http://niko-opt.com/2659-large_default/futbolka-classic-fb-1133t1.jpg,http://niko-opt.com/2660-large_default/futbolka-classic-fb-1133t1.jpg;
FB-1137E;Футболка "Classic" FB-1137E;Футболки;Стильная футболка "Classic" прямого, непринужденного покроя, без рукавов. Экстравагантная, яркая модель прекрасно подчеркнет ваш индивидуальный, неповторимый стиль. Передняя полочка выполнена из качественного креп шифона, оформлена эффектным принтом "Монро". Спинка из нежной вискозной ткани.Длина изделия по спинке: 60 см ;42,44,46;белый;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/351-futbolka-classic-fb-1137e.html;http://niko-opt.com/2172-large_default/futbolka-classic-fb-1137e.jpg,http://niko-opt.com/2173-large_default/futbolka-classic-fb-1137e.jpg,http://niko-opt.com/2174-large_default/futbolka-classic-fb-1137e.jpg;
FB-1137E1;Футболка "Classic" FB-1137E1;Футболки;Стильная футболка прямого силуэта, выполненная из крепового шифона. Изделие с круглым вырезом горловины и рукавом, слегка прикрывающим плечо. Модель украшена принтом. Замечательный выбор для повседневного гардероба.Длина футболки: 60 см;42,44,46;черный;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/318-futbolka-classic-fb-1137e1.html;http://niko-opt.com/2684-large_default/futbolka-classic-fb-1137e1.jpg,http://niko-opt.com/2685-large_default/futbolka-classic-fb-1137e1.jpg;
FB-1137L1;Футболка "Classic" FB-1137L1;Футболки;Стильная футболка прямого силуэта, выполненная из крепового шифона. Изделие с круглым вырезом горловины и рукавом, слегка прикрывающим плечо. Модель украшена принтом. Замечательный выбор для повседневного гардероба.;42,44,46;черный;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/316-futbolka-classic-fb-1137l1.html;http://niko-opt.com/2688-large_default/futbolka-classic-fb-1137l1.jpg,http://niko-opt.com/2689-large_default/futbolka-classic-fb-1137l1.jpg;
FB-1137M1;Футболка "Classic" FB-1137M1;Футболки;Яркая, эпатажная футболка "Classic" прямого, свободного покроя, без рукавов.  Перед выполнен из плотного, качественного креп шифона. Оформлен абстрактным цветочным принтом. Спинка - из мягкой, приятной к телу вискозной ткани. Круглый вырез горловины. Создайте  свой индивидуальный, оригинальный look.Длина изделия по спинке: 60 см   ;42,44;черный;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/363-futbolka-classic-fb-1137m1.html;http://niko-opt.com/2131-large_default/futbolka-classic-fb-1137m1.jpg,http://niko-opt.com/2132-large_default/futbolka-classic-fb-1137m1.jpg,http://niko-opt.com/2133-large_default/futbolka-classic-fb-1137m1.jpg;
FB-1137O1;Футболка "Classic" FB-1137O1;Футболки;Стильная футболка прямого силуэта, выполненная из крепового шифона. Изделие с круглым вырезом горловины и рукавом, слегка прикрывающим плечо. Модель украшена принтом. Замечательный выбор для повседневного гардероба.;42,44,46;черный;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/314-futbolka-classic-fb-1137o1.html;http://niko-opt.com/2692-large_default/futbolka-classic-fb-1137o1.jpg,http://niko-opt.com/2693-large_default/futbolka-classic-fb-1137o1.jpg;
FB-1137R;Футболка "Classic" FB-1137R;Футболки;Яркая футболка "Classic" прямого, свободного покроя. Представленная модель спереди оформлена эффектным, уникальным принтом "Painted Nation:девушка в очках". Выполнено изделие из двух видов ткани: передняя полочка - креп шифон, спинка - вискоза. Модель без рукавов.  Круглый вырез горловины. Такая футболка поможет создать вам неповторимый look.Длина изделия по спинке: 60 см;42,44,46;белый;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/367-futbolka-classic-fb-1137r.html;http://niko-opt.com/2119-large_default/futbolka-classic-fb-1137r.jpg,http://niko-opt.com/2120-large_default/futbolka-classic-fb-1137r.jpg,http://niko-opt.com/2121-large_default/futbolka-classic-fb-1137r.jpg;
FB-1137S1;Футболка "Classic" FB-1137S1;Футболки;Элегантная футболка "Classic" без рукавов. Представлена комбинацией двух приятных, качественных тканей: перед - креп шифон, оформлен своеобразным, дизайнерским принтом "Ромашка", спинка из вискозы черного цвета. Круглый вырез горловины, свободный, прямой покрой. Создавайте каждый раз новые экстравагантные look с футболкой "Classic".Длина изделия по спинке: 60 см;42,44,46;черный;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/368-futbolka-classic-fb-1137s1.html;http://niko-opt.com/2116-large_default/futbolka-classic-fb-1137s1.jpg,http://niko-opt.com/2117-large_default/futbolka-classic-fb-1137s1.jpg,http://niko-opt.com/2118-large_default/futbolka-classic-fb-1137s1.jpg;
FB-1137Y1;Футболка "Classic" FB-1137Y1;Футболки;Превосходна футболка "Classic" прямого, свободного покроя  без рукавов. Круглый вырез горловины. Передняя полочка выполнена из качественного креп шифона. Оформлена эпатажным принтом "Indulgence", который нанесен методом сублимации. Спинка из мягкой вискозы черного цвета. Создавайте новые, оригинальные образы с представленной футболкой.Длина изделия по спинке: 60 см;42,44,46;черный;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/371-futbolka-classic-fb-1137y1.html;http://niko-opt.com/2107-large_default/futbolka-classic-fb-1137y1.jpg,http://niko-opt.com/2108-large_default/futbolka-classic-fb-1137y1.jpg,http://niko-opt.com/2109-large_default/futbolka-classic-fb-1137y1.jpg;
FB-1308A;Футболка "Classic" FB-1308A;Футболки;Супер стильная футболка "Classic" из новой коллекции. Передняя полочка модели декорирована ярким, экстравагантным рисунком с изображением британского флага и гитары. Представленная футболка подойдет модницам, любящим всегда быть в центре внимания и ловить на себе восхищенные взгляды. Изделие выполнено комбинацией двух легких, летних тканей: креп шифон и вискоза.Длина футболки: 60 см ;42,44,46;белый;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/612-futbolka-classic-fb-1308a.html;http://niko-opt.com/3084-large_default/futbolka-classic-fb-1308a.jpg,http://niko-opt.com/3085-large_default/futbolka-classic-fb-1308a.jpg,http://niko-opt.com/3086-large_default/futbolka-classic-fb-1308a.jpg;
FB-1308J;Футболка "Classic" FB-1308J;Футболки;Каждая девушка любит необычные и яркие принты на одежде, особенно если это летние футболки! Специально для этого мы создали футболку "Classic", удобную и легкую, с оригинальным рисунком на полке. Модель выполнена из двух материалов, спинка — белая вискоза, материал отлично пропускает воздух и обладает уникальной особенностью: отталкивает грязь, полка — креп-шифон, отличается непрозрачностью и воздушностью. Благодаря уникальной технологии печати краска, которой выполнен принт, будет устойчива к солнцу и воде, и останется яркой надолго. Будь стильной с Niko-Opt!Длина футболки: 60 см;42,44,46;белый;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/810-futbolka-classic-fb-1308j.html;http://niko-opt.com/3661-large_default/futbolka-classic-fb-1308j.jpg,http://niko-opt.com/3662-large_default/futbolka-classic-fb-1308j.jpg;
FB-1308K;Футболка "Classic" FB-1308K;Футболки;Красивая и романтичная футболка "Classic" с нежным принтом — лучшее решение для лета. Порой мы покупаем красивую одежду, не задумываясь, просто ли за ней ухаживать и удобно ли ее носить. Все сомнения отпадают, когда вы надеваете футболку "Classic" . Она легкая, удобная, не липнет к телу, потому что ткань пропускает воздух и быстро сохнет. Когда  хочется обновки — стоит купить футболку"Classic", низкая цена и приятная качество.;42,44,46;белый;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/823-futbolka-classic-fb-1308k.html;http://niko-opt.com/3695-large_default/futbolka-classic-fb-1308k.jpg,http://niko-opt.com/3696-large_default/futbolka-classic-fb-1308k.jpg;
FB-1308M;Футболка "Classic" FB-1308M;Футболки;Нравится неожиданный принт и запоминающаяся надпись? Тогда современная футболка "Classic" с совами по достоинству займет главное место в вашем гардеробе! Модель выполнена без рукавов, с круглой горловиной, спинка — черная вискоза, мягкая на ощупь и комфортна к телу. Полка — креп-шифон, легкая непрозрачная ткань с нанесенным принтом. За такой футболкой легко ухаживать, это не требует особых усилий, а носить ее будет приятно, как на работу, так и на прогулку!Длина футболки: 60 см.;42,44,46;черный;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/827-futbolka-classic-fb-1308m.html;http://niko-opt.com/3703-large_default/futbolka-classic-fb-1308m.jpg,http://niko-opt.com/3704-large_default/futbolka-classic-fb-1308m.jpg;
FB-1308O;Футболка "Classic" FB-1308O;Футболки;Нравятся неожиданные принты? Хочется выделяться из толпы? Выбирай яркую футболку "Classic" и будь неотразимой этим летом! Спинка модели выполнена из белой вискозы, ткань на ощупь приятная и мягкая, отлично драпируется и не садится при стирке. Полка — белый креп-шифон с яркий принтом в виде слона из листьев, такой рисунок заставит улыбнуться любого прохожего, а краски не выгорят на солнце благодаря уникальной технологии печати. Будь ослепляющей!Длина: по спинке - 60 см, по переду - 52 см.;42,44,46;белый;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/829-futbolka-classic-fb-1308o.html;http://niko-opt.com/3707-large_default/futbolka-classic-fb-1308o.jpg,http://niko-opt.com/3708-large_default/futbolka-classic-fb-1308o.jpg;
FB-1308Q;Футболка "Classic" FB-1308Q;Футболки;Жарким летом хочется одеваться легко и свободно? Тогда выбор прост — летняя и нежная футболка "Classic" — качество и стиль в одной модели. Спинка — вискоза белого цвета, легкая ткань, пропускающая воздух и впитывающая влагу. Полка — воздушный креп-шифон, материал непрозрачный, но также легко пропускающий воздух. Принт не будет выгорать на солнце и не выстирается со временем, так как при печати была использована уникальная технология. Будь неотразимой и выделяйся в модной футболке "Classic".Длина для 42 размера:по спинке - 60 см, по переду - 52 см.;42,44,46;белый;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/826-futbolka-classic-fb-1308q.html;http://niko-opt.com/3701-large_default/futbolka-classic-fb-1308q.jpg,http://niko-opt.com/3702-large_default/futbolka-classic-fb-1308q.jpg;
FB-1308U;Футболка "Classic" FB-1308U;Футболки;Стильная футболка "Classic" — хит сезона для яркой и уверенной в себе девушки! Модель выполнена из черной вискозы я креп-шифона с принтом. Уникальная технология печати позволяет наносить рисунок не на поверхность, краски проникают внутрь волокон, таким образом со временем цвет остается таким же насыщенным и не выгорает на солнце. К тому же, ткань отлично драпируется и почти не мнется, так что не обязательно хвататься за утюг каждые две минуты. Стиль и качество — идеальное сочетание в футболке "Classic".Длина: по спинке - 60 см, по переду - 52 см.;42,46;черный;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/889-futbolka-classic-fb-1308u.html;http://niko-opt.com/3897-large_default/futbolka-classic-fb-1308u.jpg,http://niko-opt.com/3898-large_default/futbolka-classic-fb-1308u.jpg,http://niko-opt.com/3899-large_default/futbolka-classic-fb-1308u.jpg;
FB-1308X;Футболка "Classic" FB-1308X;Футболки;Длина футболки - 60 см;42,44,46;;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/1401-futbolka-classic-fb-1308x.html;http://niko-opt.com/5230-large_default/futbolka-classic-fb-1308x.jpg,http://niko-opt.com/5231-large_default/futbolka-classic-fb-1308x.jpg;
FB-1475A;Футболка "Classic" FB-1475A;Футболки;Длина футболки - 60 см;42,44,46;белый;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/1512-futbolka-classic-fb-1475a.html;http://niko-opt.com/5475-large_default/futbolka-classic-fb-1475a.jpg,http://niko-opt.com/5476-large_default/futbolka-classic-fb-1475a.jpg;
FB-1475B;Футболка "Classic" FB-1475B;Футболки;Длина футболки - 60 см;42,44,46;белый;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/1510-futbolka-classic-fb-1475b.html;http://niko-opt.com/5471-large_default/futbolka-classic-fb-1475b.jpg,http://niko-opt.com/5472-large_default/futbolka-classic-fb-1475b.jpg;
FB-1475C;Футболка "Classic" FB-1475C;Футболки;Длина футболки - 60 см;42,44,46;черный;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/1511-futbolka-classic-fb-1475c.html;http://niko-opt.com/5473-large_default/futbolka-classic-fb-1475c.jpg,http://niko-opt.com/5474-large_default/futbolka-classic-fb-1475c.jpg;
FB-1475D;Футболка "Classic" FB-1475D;Футболки;Длина футболки - 60 см;42,44,46;черный;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/1509-futbolka-classic-fb-1475d.html;http://niko-opt.com/5469-large_default/futbolka-classic-fb-1475d.jpg,http://niko-opt.com/5470-large_default/futbolka-classic-fb-1475d.jpg;
FB-1475E;Футболка "Classic" FB-1475E;Футболки;Длина футболки - 60 см;42,44,46;белый;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/1508-futbolka-classic-fb-1475e.html;http://niko-opt.com/5467-large_default/futbolka-classic-fb-1475e.jpg,http://niko-opt.com/5468-large_default/futbolka-classic-fb-1475e.jpg;
FB-1475F;Футболка "Classic" FB-1475F;Футболки;Длина футболки - 60 см;42,44,46;белый;креп-шифон, вискоза;165;463;8.17;https://niko-opt.com/futbolki/1507-futbolka-classic-fb-1475f.html;http://niko-opt.com/5465-large_default/futbolka-classic-fb-1475f.jpg,http://niko-opt.com/5466-large_default/futbolka-classic-fb-1475f.jpg;
FB-1478A;Футболка "Soft" FB-1478A;Футболки;Длина по спинке 62 см.;42,44,46,48;синий;софт Ниагара;192;527;9.35;https://niko-opt.com/futbolki/1514-futbolka-soft-fb-1478a.html;http://niko-opt.com/5483-large_default/futbolka-soft-fb-1478a.jpg,http://niko-opt.com/5484-large_default/futbolka-soft-fb-1478a.jpg;
FB-1478B;Футболка "Soft" FB-1478B;Футболки;Длина по спинке 62 см.;42,44,46,48;песочный;софт Ниагара;192;527;9.35;https://niko-opt.com/futbolki/1515-futbolka-soft-fb-1478b.html;http://niko-opt.com/5485-large_default/futbolka-soft-fb-1478b.jpg,http://niko-opt.com/5486-large_default/futbolka-soft-fb-1478b.jpg;
FB-1132O;Футболка "Sport" FB-1132O;Футболки;Стильная и веселая футболка "Sport" предназначена для повседневной носки. Благодаря тому, что при пошиве использовали микромасло и вискозу, за ней легко ухаживать. футболка не нуждается в глажке, легко тянется но не растягивается от длительного использования, не образовывает катышек. А еще ткань пропускает воздух, отлично драпируется и устойчива к внешним раздражителям. Мягко и комфортно — то, что вы почувствуете, впервые надев футболку "Sport".;42,44,46;черный;микромасло, вискоза;165;463;8.17;https://niko-opt.com/futbolki/258-futbolka-sport-fb-1132o.html;http://niko-opt.com/2775-large_default/futbolka-sport-fb-1132o.jpg,http://niko-opt.com/2776-large_default/futbolka-sport-fb-1132o.jpg;
FB-1132T1;Футболка "Sport" FB-1132T1;Футболки;Стильная футболка прямого силуэта, выполненная из микромасла. Изделие с коротким рукавом и круглым вырезом горловины, дополненное ярким принтом. Замечательный выбор для повседневного гардероба.;42,46;черный;микромасло, вискоза;165;463;8.17;https://niko-opt.com/futbolki/339-futbolka-sport-fb-1132t1.html;http://niko-opt.com/2667-large_default/futbolka-sport-fb-1132t1.jpg,http://niko-opt.com/2668-large_default/futbolka-sport-fb-1132t1.jpg;
SH-1490A;Шорты "Bonnie" SH-1490A;Шорты;Длина изделия: 35 см;42,44,46,48;синий принт;штапель;164;460;8.13;https://niko-opt.com/shorty/1577-shorty-bonnie-sh-1490a.html;http://niko-opt.com/5616-large_default/shorty-bonnie-sh-1490a.jpg,http://niko-opt.com/5617-large_default/shorty-bonnie-sh-1490a.jpg,http://niko-opt.com/5618-large_default/shorty-bonnie-sh-1490a.jpg;
SH-1488A;Шорты "Lola" SH-1488A;Шорты;Длина шорт: 40 см;42,44,46,48;синий;лен;162;456;8.04;https://niko-opt.com/shorty/1552-shorty-lola-sh-1488a.html;http://niko-opt.com/5561-large_default/shorty-lola-sh-1488a.jpg,http://niko-opt.com/5562-large_default/shorty-lola-sh-1488a.jpg,http://niko-opt.com/5563-large_default/shorty-lola-sh-1488a.jpg;
SH-1488B;Шорты "Lola" SH-1488B;Шорты;Длина шорт: 40 см;42,44,46,48;бежевый;лен;162;456;8.04;https://niko-opt.com/shorty/1553-shorty-lola-sh-1488b.html;http://niko-opt.com/5564-large_default/shorty-lola-sh-1488b.jpg,http://niko-opt.com/5565-large_default/shorty-lola-sh-1488b.jpg;
